date,NDVI
2025-09-08,0.7396949739240474
2025-09-10,0.005809063739426778
2025-09-12,
2025-09-13,
2025-09-15,
2025-09-15,
2025-09-18,
2025-09-20,
2025-09-22,0.7525236714363008
2025-09-23,
2025-09-25,
2025-09-25,
2025-09-28,0.7856950403112515
2025-09-30,0.3437260578195616
2025-10-02,
2025-10-03,
2025-10-05,
2025-10-05,
2025-10-08,
2025-10-10,0.5949773063045295
2025-10-12,
2025-10-13,
2025-10-15,0.055401194382034516
2025-10-15,0.054473382119342294
